,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
26,33,33_933778,1,933778,Francistown,-21.16995,27.50788,PPLA,seat of a first-order administrative division,6295630|6255146|BW|08|933778,Earth|Africa|Botswana|North East District|Francistown,2,1,China provides improved technology to Botswana Democratic Party ,,,CHN,Botswana,BWA,110,Education,,,Completion,2006,2006,220729.0,,110364.5,,True,False,2006,False,110,Education,Grant,Botswana,Botswana,2,"Unspecified Chinese Government Institution, Government Agency",,"Botswana Democratic Party, Political Party","Botswana Democratic Party, Political Party",1.0,ODA-like,Development,120000.0,USD,0.543652291,1.0,220729.0,120000.0,,,,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,Francistown,"Comma Serema, (Botswana Democratic Party)",3,8,ChinatoAfrica,POINT (27.50788 -21.16995),142.0,BWAr104,BWA,Botswana,Kgatleng,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
27,38,38_933088,1,933088,Serowe,-22.387539999999998,26.71077,PPLA,seat of a first-order administrative division,6295630|6255146|BW|01|933088,Earth|Africa|Botswana|Central District|Serowe,2,1,Construction Primary Schools,,2009-06-08,CHN,Botswana,BWA,110,Education,,,Completion,2007,2007,2139369.0,,1069684.5,,True,False,2007,False,110,Education,Grant,Botswana,Botswana,5,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,CNY,0.614427284,7.6075325,2139369.0,1314487.0,,,2009-06-08,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,"Serowe, Maun","Baledzi Gaolathe, ; Ding Xiaowen, ",5,7,ChinatoAfrica,POINT (26.71077 -22.38754),139.0,BWAr101,BWA,Botswana,Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
28,38,38_933366,1,933366,Maun,-19.98333,23.41667,PPLA,seat of a first-order administrative division,6295630|6255146|BW|11|933366,Earth|Africa|Botswana|North West District|Maun,2,1,Construction Primary Schools,,2009-06-08,CHN,Botswana,BWA,110,Education,,,Completion,2007,2007,2139369.0,,1069684.5,,True,False,2007,False,110,Education,Grant,Botswana,Botswana,5,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,CNY,0.614427284,7.6075325,2139369.0,1314487.0,,,2009-06-08,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,"Serowe, Maun","Baledzi Gaolathe, ; Ding Xiaowen, ",5,7,ChinatoAfrica,POINT (23.41667 -19.98333),143.0,BWAr105,BWA,Botswana,Kweneng,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
29,40,40_11612602,1,11612602,Morupule B Power Station,-22.52233,27.04883,PS,power station,6295630|6255146|BW|01|11612602,Earth|Africa|Botswana|Central|Morupule B Power Station,3,1,ICBC loans 825 million for Morupule B Power Station expansion project,,,CHN,Botswana,BWA,230,Energy Generation and Supply,,,Completion,2009,2009,1119606500.0,,1119606500.0,,True,False,2009,False,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Botswana,Botswana,11,"Industrial and Commercial Bank of China (ICBC), State-Owned Company","World Bank, Multilateral; African Development Bank, Multilateral","Shenyang Boiler Works, Private Sector; China National Electric Equipment Corporation (CNEEC), State-Owned Company",,,OOF-like,Commercial,825000000.0,USD,0.736866033,1.0,1119606500.0,825000000.0,,,,,1,571,227,Botswana,BWA,BW,72,616,False,True,False,Some Information,,20.0,,,,,11,9,AdditionalCoded,POINT (27.04883 -22.52233),139.0,BWAr101,BWA,Botswana,Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
30,41,41_7670702,3,7670702,Gaborone,-24.76234,25.7995,ADM2,second-order administrative division,6295630|6255146|BW|09|7670702,Earth|Africa|Botswana|South East District|Gaborone,1,1,China donates table tennis equipment to Botswana,,2009-10-10,CHN,Botswana,BWA,160,Other Social infrastructure and services,,,Completion,2009,2009,,,,,True,False,2009,False,160,Other Social infrastructure and services,Grant,Botswana,Botswana,2,"Nantong Municipal Council, Government Agency",,"Mophane Primary School, Academic, Training and Research","Mophane Primary School, Academic, Training and Research",1.0,ODA-like,Development,,,,,,,,,2009-10-10,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,Gaborone,"Zhou Zhigang, ",3,8,ChinatoAfrica,POINT (25.7995 -24.76234),144.0,BWAr106,BWA,Botswana,North-East,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
31,42,42_933773,1,933773,Gaborone,-24.654510000000002,25.90859,PPLC,capital of a political entity,6295630|6255146|BW|09|933773,Earth|Africa|Botswana|South East District|Gaborone,2,1,China donates photocopier and computer to primary school,,,CHN,Botswana,BWA,110,Education,,,Completion,2009,2009,3793.0,,1896.5,,True,False,2009,False,110,Education,Grant,Botswana,Botswana,2,"Nantong Municipal Council, Government Agency",,"Mophane Primary School, Academic, Training and Research","Mophane Primary School, Academic, Training and Research",1.0,ODA-like,Development,20000.0,BWP,0.736866033,7.155137696000001,3793.0,2795.0,,,,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,Gaborone,"Zhou Zhigang, ",3,9,ChinatoAfrica,POINT (25.90859 -24.65451),144.0,BWAr106,BWA,Botswana,North-East,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
32,42,42_7670702,3,7670702,Gaborone,-24.76234,25.7995,ADM2,second-order administrative division,6295630|6255146|BW|09|7670702,Earth|Africa|Botswana|South East District|Gaborone,1,1,China donates photocopier and computer to primary school,,,CHN,Botswana,BWA,110,Education,,,Completion,2009,2009,3793.0,,1896.5,,True,False,2009,False,110,Education,Grant,Botswana,Botswana,2,"Nantong Municipal Council, Government Agency",,"Mophane Primary School, Academic, Training and Research","Mophane Primary School, Academic, Training and Research",1.0,ODA-like,Development,20000.0,BWP,0.736866033,7.155137696000001,3793.0,2795.0,,,,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,Gaborone,"Zhou Zhigang, ",3,9,ChinatoAfrica,POINT (25.7995 -24.76234),144.0,BWAr106,BWA,Botswana,North-East,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
33,46,46_1106230,1,1106230,University of Botswana,-24.66111,25.93167,SCHC,college,6295630|6255146|BW|09|1106230,Earth|Africa|Botswana|South East District|University of Botswana,3,1,Confucius Institute at University of Botswana,,2009-09-01,CHN,Botswana,BWA,110,Education,,,Completion,2007,2007,,,,,True,False,2007,False,110,Education,Grant,Botswana,Botswana,4,"Confucius Institute, Government Agency",,"University of Botswana, Academic, Training and Research","University of Botswana, Academic, Training and Research; Ministry of Education, Government Agency",2.0,OOF-like,Representational,,,,,,,,,2009-09-01,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,,,6,7,ChinatoAfrica,POINT (25.93167 -24.66111),144.0,BWAr106,BWA,Botswana,North-East,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
34,49,49_2240449,1,2240449,Luanda,-8.83682,13.23432,PPLC,capital of a political entity,6295630|6255146|AO|20|2240449,Earth|Africa|Angola|Luanda Province|Luanda,2,1,"China donates $300,000 USD worth of medicine, equipment and humanitarian aid",,,CHN,Angola,AGO,700,Emergency Response,,,Completion,2002,2002,678053.0,,339026.5,,True,False,2002,False,700,Emergency Response,Grant,Angola,Angola,2,"Unspecified Chinese Government Institution, Government Agency",,"Angola Social and Productive Reintegration Commission for Demobilized and Displaced Persons, Government Agency","Angola Social and Productive Reintegration Commission for Demobilized and Displaced Persons, Government Agency",1.0,ODA-like,Development,300000.0,USD,0.442443377,1.0,678053.0,300000.0,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,,,,,,,"Yang Wenchang, ",1,8,ChinatoAfrica,POINT (13.23432 -8.836819999999999),1489.0,AGOr204,AGO,Angola,Luanda,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
35,51,51_2240449,1,2240449,Luanda,-8.83682,13.23432,PPLC,capital of a political entity,6295630|6255146|AO|20|2240449,Earth|Africa|Angola|Luanda Province|Luanda,2,1,China donates computers to Angola political party,,,CHN,Angola,AGO,150,Government and Civil Society,,,Completion,2002,2002,,,,,True,False,2002,False,150,Government and Civil Society,Grant,Angola,Angola,1,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,,,,,,,"Jiang Yuande, ",0,6,ChinatoAfrica,POINT (13.23432 -8.836819999999999),1489.0,AGOr204,AGO,Angola,Luanda,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
36,59,59_2239858,4,2239858,Malanje Province,-9.67548,16.82553,ADM1,first-order administrative division,6295630|6255146|AO|12,Earth|Africa|Angola|Malanje Province,1,1,China donates 46 containers of agricultural inputs to Angola,,2005-07-23,CHN,Angola,AGO,310,"Agriculture, Forestry and Fishing",,,Completion,2005,2005,1964716.0,,982358.0,,True,False,2005,False,310,"Agriculture, Forestry and Fishing",Grant,Angola,Angola,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,1000300.0,USD,0.5091319999999999,1.0,1964716.0,1000300.0,,,2005-07-23,,1,540,225,Angola,AGO,AO,24,614,False,False,False,,,,,,Malanje Province,"Zhang Beisan, ; Maria da Luz, ",3,7,ChinatoAfrica,POINT (16.82553 -9.67548),1492.0,AGOr207,AGO,Angola,Malange,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
37,59,59_2239862,1,2239862,Malanje,-9.54015,16.34096,PPLA,seat of a first-order administrative division,6295630|6255146|AO|12|2239859|2239862,Earth|Africa|Angola|Malanje Province|Malanje Municipality|Malanje,2,1,China donates 46 containers of agricultural inputs to Angola,,2005-07-23,CHN,Angola,AGO,310,"Agriculture, Forestry and Fishing",,,Completion,2005,2005,1964716.0,,982358.0,,True,False,2005,False,310,"Agriculture, Forestry and Fishing",Grant,Angola,Angola,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,1000300.0,USD,0.5091319999999999,1.0,1964716.0,1000300.0,,,2005-07-23,,1,540,225,Angola,AGO,AO,24,614,False,False,False,,,,,,Malanje Province,"Zhang Beisan, ; Maria da Luz, ",3,7,ChinatoAfrica,POINT (16.34096 -9.540150000000001),1492.0,AGOr207,AGO,Angola,Malange,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
38,65,65_2240444,4,2240444,Luanda Province,-8.91666,13.33924,ADM1,first-order administrative division,6295630|6255146|AO|20,Earth|Africa|Angola|Luanda Province,1,1,Complemetary Action: Water Projects,,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Implementation,2008,2008,39709939.0,,9927484.75,,True,False,2008,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,ODA-like,Development,28798000.0,USD,0.725208865,1.0,39709939.0,28798000.0,,2008-07-03,,2008-07-03,1,540,225,Angola,AGO,AO,24,614,False,False,False,Concessional,6.84,17.0,15.0,25.03,"Luanda, Cacuaco","Li Ruogu, ; Jose Pedro de Morais, ",6,8,ChinatoAfrica,POINT (13.33924 -8.91666),1489.0,AGOr204,AGO,Angola,Luanda,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
39,65,65_2243173,1,2243173,Cacuaco,-8.7798,13.37478,PPL,populated place,6295630|6255146|AO|20|2243173,Earth|Africa|Angola|Luanda Province|Cacuaco,2,1,Complemetary Action: Water Projects,,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Implementation,2008,2008,39709939.0,,9927484.75,,True,False,2008,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,ODA-like,Development,28798000.0,USD,0.725208865,1.0,39709939.0,28798000.0,,2008-07-03,,2008-07-03,1,540,225,Angola,AGO,AO,24,614,False,False,False,Concessional,6.84,17.0,15.0,25.03,"Luanda, Cacuaco","Li Ruogu, ; Jose Pedro de Morais, ",6,8,ChinatoAfrica,POINT (13.37478 -8.7798),1489.0,AGOr204,AGO,Angola,Luanda,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
40,65,65_2240449,1,2240449,Luanda,-8.83682,13.23432,PPLC,capital of a political entity,6295630|6255146|AO|20|2240449,Earth|Africa|Angola|Luanda Province|Luanda,2,1,Complemetary Action: Water Projects,,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Implementation,2008,2008,39709939.0,,9927484.75,,True,False,2008,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,ODA-like,Development,28798000.0,USD,0.725208865,1.0,39709939.0,28798000.0,,2008-07-03,,2008-07-03,1,540,225,Angola,AGO,AO,24,614,False,False,False,Concessional,6.84,17.0,15.0,25.03,"Luanda, Cacuaco","Li Ruogu, ; Jose Pedro de Morais, ",6,8,ChinatoAfrica,POINT (13.23432 -8.836819999999999),1489.0,AGOr204,AGO,Angola,Luanda,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
41,66,66_2239069,1,2239069,Negage,-7.75938,15.2722,PPL,populated place,6295630|6255146|AO|15|2239069,Earth|Africa|Angola|Província do Uíge|Negage,2,1,"Complementary Action: Rehabilitation of Roads for Caxito, Uige, and Negage cities (Related to Project ID#64 and ID#65)",,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2008,2008,77683137.0,,19420784.25,,True,False,2008,False,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,7,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company","Angolan National Roads Institute (INEA), Government Agency",1.0,OOF-like,Development,56336500.0,USD,0.725208865,1.0,77683137.0,56336500.0,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,Non-Concessional,6.84,17.0,,16.11,"Caxito, Uige, Negage","Higino Carneiro, ; JosÍ© Ribeiro, ",12,8,ChinatoAfrica,POINT (15.2722 -7.75938),1495.0,AGOr203,AGO,Angola,Uige,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
42,66,66_2239732,1,2239732,Maquela do Zombo,-6.05716,15.10971,PPL,populated place,6295630|6255146|AO|15|2239732,Earth|Africa|Angola|Província do Uíge|Maquela do Zombo,2,1,"Complementary Action: Rehabilitation of Roads for Caxito, Uige, and Negage cities (Related to Project ID#64 and ID#65)",,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2008,2008,77683137.0,,19420784.25,,True,False,2008,False,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,7,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company","Angolan National Roads Institute (INEA), Government Agency",1.0,OOF-like,Development,56336500.0,USD,0.725208865,1.0,77683137.0,56336500.0,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,Non-Concessional,6.84,17.0,,16.11,"Caxito, Uige, Negage","Higino Carneiro, ; JosÍ© Ribeiro, ",12,8,ChinatoAfrica,POINT (15.10971 -6.05716),1495.0,AGOr203,AGO,Angola,Uige,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
43,66,66_2236568,1,2236568,Uíge,-7.608739999999999,15.06131,PPLA,seat of a first-order administrative division,6295630|6255146|AO|15|2236568,Earth|Africa|Angola|Província do Uíge|Uíge,2,1,"Complementary Action: Rehabilitation of Roads for Caxito, Uige, and Negage cities (Related to Project ID#64 and ID#65)",,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2008,2008,77683137.0,,19420784.25,,True,False,2008,False,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,7,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company","Angolan National Roads Institute (INEA), Government Agency",1.0,OOF-like,Development,56336500.0,USD,0.725208865,1.0,77683137.0,56336500.0,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,Non-Concessional,6.84,17.0,,16.11,"Caxito, Uige, Negage","Higino Carneiro, ; JosÍ© Ribeiro, ",12,8,ChinatoAfrica,POINT (15.06131 -7.608739999999999),1495.0,AGOr203,AGO,Angola,Uige,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
44,66,66_2242001,1,2242001,Caxito,-8.57848,13.66425,PPLA,seat of a first-order administrative division,6295630|6255146|AO|19|2242001,Earth|Africa|Angola|Bengo Province|Caxito,2,1,"Complementary Action: Rehabilitation of Roads for Caxito, Uige, and Negage cities (Related to Project ID#64 and ID#65)",,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2008,2008,77683137.0,,19420784.25,,True,False,2008,False,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,7,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company","Angolan National Roads Institute (INEA), Government Agency",1.0,OOF-like,Development,56336500.0,USD,0.725208865,1.0,77683137.0,56336500.0,,,,,1,540,225,Angola,AGO,AO,24,614,False,False,False,Non-Concessional,6.84,17.0,,16.11,"Caxito, Uige, Negage","Higino Carneiro, ; JosÍ© Ribeiro, ",12,8,ChinatoAfrica,POINT (13.66425 -8.578480000000001),1479.0,AGOr218,AGO,Angola,Bengo,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
45,75,75_2414726,1,2414726,Tinkisso,10.51667,-11.45,PPL,populated place,6295630|6255146|GN|F|2422441|2414726,Earth|Africa|Guinea|Faranah|Dabola|Tinkisso,2,1,China provides 2 million USD for the rehabilitation of two power plants ,,,CHN,Guinea,GIN,230,Energy Generation and Supply,,,Completion,2004,2004,4121588.0,,2060794.0,,True,False,2004,False,230,Energy Generation and Supply,Grant,Guinea,Guinea,4,"Unspecified Chinese Government Institution, Government Agency",,"Hunan Construction Engineering Group Corporation of China, State-Owned Company",,,ODA-like,Development,2000000.0,USD,0.48524983299999996,1.0,4121588.0,2000000.0,,,,,1,438,243,Guinea,GIN,GN,324,656,False,False,False,,,,,,"Tinkisso, Guinea",,3,8,ChinatoAfrica,POINT (-11.45 10.51667),1372.0,GINr103,GIN,Guinea,Faranah,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
46,75,75_2414725,2,2414725,Tinkisso,11.25,-10.61667,PPL,populated place,6295630|6255146|GN|F|2421902|2414725,Earth|Africa|Guinea|Faranah|Dinguiraye Prefecture|Tinkisso,2,2,China provides 2 million USD for the rehabilitation of two power plants ,,,CHN,Guinea,GIN,230,Energy Generation and Supply,,,Completion,2004,2004,4121588.0,,2060794.0,,True,False,2004,False,230,Energy Generation and Supply,Grant,Guinea,Guinea,4,"Unspecified Chinese Government Institution, Government Agency",,"Hunan Construction Engineering Group Corporation of China, State-Owned Company",,,ODA-like,Development,2000000.0,USD,0.48524983299999996,1.0,4121588.0,2000000.0,,,,,1,438,243,Guinea,GIN,GN,324,656,False,False,False,,,,,,"Tinkisso, Guinea",,3,8,ChinatoAfrica,POINT (-10.61667 11.25),1372.0,GINr103,GIN,Guinea,Faranah,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
